year,region_type,region_year_spec,region_id,region_level,rd_e_gerdreg_gov_mio_nac
2017,NUTS,2010,CZ06,2,1803.239
2018,NUTS,2010,CZ06,2,1951.846
2019,NUTS,2010,CZ06,2,2205.498
2020,NUTS,2010,CZ06,2,2191.56
2011,NUTS,2010,CZ07,2,29.45
2012,NUTS,2010,CZ07,2,27.04
2013,NUTS,2010,CZ07,2,109.748
2014,NUTS,2010,CZ07,2,30.237
2015,NUTS,2010,CZ07,2,30.76
2016,NUTS,2010,CZ07,2,47.619
2017,NUTS,2010,CZ07,2,88.939
2018,NUTS,2010,CZ07,2,99.904
2019,NUTS,2010,CZ07,2,98.189
2020,NUTS,2010,CZ07,2,108.796
2011,NUTS,2010,CZ08,2,157.065
2012,NUTS,2010,CZ08,2,129.532
2013,NUTS,2010,CZ08,2,90.155
2014,NUTS,2010,CZ08,2,90.253
2015,NUTS,2010,CZ08,2,109.313
2016,NUTS,2010,CZ08,2,85.697
2017,NUTS,2010,CZ08,2,103.643
2018,NUTS,2010,CZ08,2,100.238
2019,NUTS,2010,CZ08,2,104.516
2020,NUTS,2010,CZ08,2,100.48
2015,NUTS,2010,CZZ,1,0.0
2016,NUTS,2010,CZZ,1,0.0
2017,NUTS,2010,CZZ,1,0.0
2018,NUTS,2010,CZZ,1,0.0
2019,NUTS,2010,CZZ,1,0.0
2020,NUTS,2010,CZZ,1,0.0
2015,NUTS,2010,CZZZ,2,0.0
2016,NUTS,2010,CZZZ,2,0.0
2017,NUTS,2010,CZZZ,2,0.0
2018,NUTS,2010,CZZZ,2,0.0
2019,NUTS,2010,CZZZ,2,0.0
2020,NUTS,2010,CZZZ,2,0.0
2011,NUTS,2010,DE,0,10974.3
2012,NUTS,2010,DE,0,11340.547
2013,NUTS,2010,DE,0,11861.635
2014,NUTS,2010,DE,0,12319.97
2015,NUTS,2010,DE,0,12485.607
2016,NUTS,2010,DE,0,12720.861
2017,NUTS,2010,DE,0,13484.009
2018,NUTS,2010,DE,0,14168.026
2019,NUTS,2010,DE,0,15022.2
2020,NUTS,2010,DE,0,15589.0
2011,NUTS,2010,DE1,1,1633.398
2012,NUTS,2010,DE1,1,1581.591
2013,NUTS,2010,DE1,1,1748.316
2014,NUTS,2010,DE1,1,1922.848
2015,NUTS,2010,DE1,1,1894.036
2016,NUTS,2010,DE1,1,1902.37
2017,NUTS,2010,DE1,1,2019.025
2018,NUTS,2010,DE1,1,2046.795
2019,NUTS,2010,DE1,1,2197.66
2011,NUTS,2010,DE11,2,395.02
2012,NUTS,2010,DE11,2,389.607
2013,NUTS,2010,DE11,2,442.216
2014,NUTS,2010,DE11,2,395.89
2015,NUTS,2010,DE11,2,470.26
2016,NUTS,2010,DE11,2,463.876
2017,NUTS,2010,DE11,2,457.81
2018,NUTS,2010,DE11,2,464.836
2019,NUTS,2010,DE11,2,469.74
2011,NUTS,2010,DE12,2,866.681
2012,NUTS,2010,DE12,2,835.182
2013,NUTS,2010,DE12,2,917.533
2014,NUTS,2010,DE12,2,970.876
2015,NUTS,2010,DE12,2,1020.063
2016,NUTS,2010,DE12,2,1027.739
2017,NUTS,2010,DE12,2,1112.886
2018,NUTS,2010,DE12,2,1099.419
2019,NUTS,2010,DE12,2,1208.15
2011,NUTS,2010,DE13,2,261.028
2012,NUTS,2010,DE13,2,261.622
2013,NUTS,2010,DE13,2,277.435
2014,NUTS,2010,DE13,2,340.938
2015,NUTS,2010,DE13,2,278.136
2016,NUTS,2010,DE13,2,278.055
2017,NUTS,2010,DE13,2,307.684
2018,NUTS,2010,DE13,2,334.607
2019,NUTS,2010,DE13,2,367.79
2011,NUTS,2010,DE14,2,110.669
2012,NUTS,2010,DE14,2,95.18
2013,NUTS,2010,DE14,2,111.133
2014,NUTS,2010,DE14,2,215.144
2015,NUTS,2010,DE14,2,125.577
2016,NUTS,2010,DE14,2,132.699
2017,NUTS,2010,DE14,2,140.646
2018,NUTS,2010,DE14,2,147.933
2019,NUTS,2010,DE14,2,151.98
2011,NUTS,2010,DE2,1,1373.699
2012,NUTS,2010,DE2,1,1605.909
2013,NUTS,2010,DE2,1,1613.968
2014,NUTS,2010,DE2,1,1587.779
2015,NUTS,2010,DE2,1,1714.863
2016,NUTS,2010,DE2,1,1788.995
2017,NUTS,2010,DE2,1,1889.526
2018,NUTS,2010,DE2,1,2008.104
2019,NUTS,2010,DE2,1,2126.48
2011,NUTS,2010,DE21,2,1055.38
2012,NUTS,2010,DE21,2,1272.936
2013,NUTS,2010,DE21,2,1249.174
2014,NUTS,2010,DE21,2,1225.267
2015,NUTS,2010,DE21,2,1271.611
2016,NUTS,2010,DE21,2,1380.627
2017,NUTS,2010,DE21,2,1437.152
2018,NUTS,2010,DE21,2,1539.851
2019,NUTS,2010,DE21,2,1624.35
2014,NUTS,2010,DE22,2,1.641
2015,NUTS,2010,DE22,2,7.17
2016,NUTS,2010,DE22,2,8.357
2017,NUTS,2010,DE22,2,6.17
2018,NUTS,2010,DE22,2,7.657
2019,NUTS,2010,DE22,2,9.08
2014,NUTS,2010,DE23,2,19.477
2015,NUTS,2010,DE23,2,22.465
2016,NUTS,2010,DE23,2,22.394
2017,NUTS,2010,DE23,2,26.251
2018,NUTS,2010,DE23,2,29.261
2019,NUTS,2010,DE23,2,34.31
2011,NUTS,2010,DE24,2,16.056
2012,NUTS,2010,DE24,2,18.73
2013,NUTS,2010,DE24,2,23.623
2014,NUTS,2010,DE24,2,55.888
2015,NUTS,2010,DE24,2,58.984
2016,NUTS,2010,DE24,2,38.883
2017,NUTS,2010,DE24,2,53.476
2018,NUTS,2010,DE24,2,57.365
2019,NUTS,2010,DE24,2,48.79
2011,NUTS,2010,DE25,2,203.985
2012,NUTS,2010,DE25,2,207.484
2013,NUTS,2010,DE25,2,233.653
2014,NUTS,2010,DE25,2,213.673
2015,NUTS,2010,DE25,2,271.295
2016,NUTS,2010,DE25,2,259.558
2017,NUTS,2010,DE25,2,277.568
2018,NUTS,2010,DE25,2,269.435
2019,NUTS,2010,DE25,2,287.82
2011,NUTS,2010,DE26,2,63.999
2012,NUTS,2010,DE26,2,59.724
2013,NUTS,2010,DE26,2,61.619
2014,NUTS,2010,DE26,2,41.011
2015,NUTS,2010,DE26,2,48.733
2016,NUTS,2010,DE26,2,42.294
2017,NUTS,2010,DE26,2,44.987
2018,NUTS,2010,DE26,2,48.091
2019,NUTS,2010,DE26,2,57.54
2011,NUTS,2010,DE27,2,20.351
2012,NUTS,2010,DE27,2,19.347
2013,NUTS,2010,DE27,2,26.166
2014,NUTS,2010,DE27,2,30.823
2015,NUTS,2010,DE27,2,34.605
2016,NUTS,2010,DE27,2,36.883
2017,NUTS,2010,DE27,2,43.921
2018,NUTS,2010,DE27,2,56.444
2019,NUTS,2010,DE27,2,64.59
2011,NUTS,2010,DE3,1,1257.258
2012,NUTS,2010,DE3,1,1349.262
2013,NUTS,2010,DE3,1,1383.706
2014,NUTS,2010,DE3,1,1391.988
2015,NUTS,2010,DE3,1,1480.836
2016,NUTS,2010,DE3,1,1468.526
2017,NUTS,2010,DE3,1,1660.761
2018,NUTS,2010,DE3,1,1855.307
2019,NUTS,2010,DE3,1,1835.73
2011,NUTS,2010,DE30,2,1257.258
2012,NUTS,2010,DE30,2,1349.262
2013,NUTS,2010,DE30,2,1383.706
2014,NUTS,2010,DE30,2,1391.988
2015,NUTS,2010,DE30,2,1480.836
2016,NUTS,2010,DE30,2,1468.526
2017,NUTS,2010,DE30,2,1660.761
2018,NUTS,2010,DE30,2,1855.307
2019,NUTS,2010,DE30,2,1835.73
2011,NUTS,2010,DE4,1,439.47
2012,NUTS,2010,DE4,1,439.359
2013,NUTS,2010,DE4,1,444.062
2014,NUTS,2010,DE4,1,492.599
2015,NUTS,2010,DE4,1,464.127
2016,NUTS,2010,DE4,1,511.364
2017,NUTS,2010,DE4,1,523.947
2018,NUTS,2010,DE4,1,512.178
2019,NUTS,2010,DE4,1,581.0
2011,NUTS,2010,DE40,2,439.47
2012,NUTS,2010,DE40,2,439.359
2013,NUTS,2010,DE40,2,444.062
2014,NUTS,2010,DE40,2,492.599
2015,NUTS,2010,DE40,2,464.127
2016,NUTS,2010,DE40,2,511.364
2017,NUTS,2010,DE40,2,523.947
2018,NUTS,2010,DE40,2,512.178
2019,NUTS,2010,DE40,2,581.0
2011,NUTS,2010,DE5,1,269.208
2012,NUTS,2010,DE5,1,261.614
2013,NUTS,2010,DE5,1,284.474
2014,NUTS,2010,DE5,1,325.034
2015,NUTS,2010,DE5,1,340.381
2016,NUTS,2010,DE5,1,333.665
2017,NUTS,2010,DE5,1,364.015
2018,NUTS,2010,DE5,1,371.929
2019,NUTS,2010,DE5,1,410.16
2011,NUTS,2010,DE50,2,269.208
2012,NUTS,2010,DE50,2,261.614
2013,NUTS,2010,DE50,2,284.474
2014,NUTS,2010,DE50,2,325.034
2015,NUTS,2010,DE50,2,340.381
2016,NUTS,2010,DE50,2,333.665
2017,NUTS,2010,DE50,2,364.015
2018,NUTS,2010,DE50,2,371.929
2019,NUTS,2010,DE50,2,410.16
2011,NUTS,2010,DE6,1,439.277
2012,NUTS,2010,DE6,1,453.217
2013,NUTS,2010,DE6,1,469.735
2014,NUTS,2010,DE6,1,513.348
2015,NUTS,2010,DE6,1,498.62
2016,NUTS,2010,DE6,1,498.308
2017,NUTS,2010,DE6,1,442.335
2018,NUTS,2010,DE6,1,449.308
2019,NUTS,2010,DE6,1,474.74
2011,NUTS,2010,DE60,2,439.277
2012,NUTS,2010,DE60,2,453.217
2013,NUTS,2010,DE60,2,469.735
2014,NUTS,2010,DE60,2,513.348
2015,NUTS,2010,DE60,2,498.62
2016,NUTS,2010,DE60,2,498.308
2017,NUTS,2010,DE60,2,442.335
2018,NUTS,2010,DE60,2,449.308
2019,NUTS,2010,DE60,2,474.74
2011,NUTS,2010,DE7,1,510.545
2012,NUTS,2010,DE7,1,497.361
2013,NUTS,2010,DE7,1,556.855
2014,NUTS,2010,DE7,1,653.476
2015,NUTS,2010,DE7,1,630.606
2016,NUTS,2010,DE7,1,718.194
2017,NUTS,2010,DE7,1,783.273
2018,NUTS,2010,DE7,1,850.573
2019,NUTS,2010,DE7,1,985.92
2011,NUTS,2010,DE71,2,461.652
2012,NUTS,2010,DE71,2,470.883
2013,NUTS,2010,DE71,2,508.492
2014,NUTS,2010,DE71,2,584.785
2015,NUTS,2010,DE71,2,580.327
2016,NUTS,2010,DE71,2,660.939
2017,NUTS,2010,DE71,2,723.409
2018,NUTS,2010,DE71,2,785.867
2019,NUTS,2010,DE71,2,899.59
2011,NUTS,2010,DE72,2,18.028
2012,NUTS,2010,DE72,2,15.492
2013,NUTS,2010,DE72,2,16.915
2014,NUTS,2010,DE72,2,42.591
2015,NUTS,2010,DE72,2,25.789
2016,NUTS,2010,DE72,2,29.553
2017,NUTS,2010,DE72,2,31.906
2018,NUTS,2010,DE72,2,34.161
2019,NUTS,2010,DE72,2,42.22
2011,NUTS,2010,DE73,2,30.865
2012,NUTS,2010,DE73,2,10.986
2013,NUTS,2010,DE73,2,31.448
2014,NUTS,2010,DE73,2,26.101
2015,NUTS,2010,DE73,2,24.49
2016,NUTS,2010,DE73,2,27.701
2017,NUTS,2010,DE73,2,27.958
2018,NUTS,2010,DE73,2,30.544
2019,NUTS,2010,DE73,2,44.1
2011,NUTS,2010,DE8,1,259.591
2012,NUTS,2010,DE8,1,266.573
2013,NUTS,2010,DE8,1,264.557
2014,NUTS,2010,DE8,1,279.95
2015,NUTS,2010,DE8,1,251.427
2016,NUTS,2010,DE8,1,263.431
2017,NUTS,2010,DE8,1,278.657
2018,NUTS,2010,DE8,1,285.439
2019,NUTS,2010,DE8,1,303.55
2011,NUTS,2010,DE80,2,259.591
2012,NUTS,2010,DE80,2,266.573
2013,NUTS,2010,DE80,2,264.557
2014,NUTS,2010,DE80,2,279.95
2015,NUTS,2010,DE80,2,251.427
2016,NUTS,2010,DE80,2,263.431
2017,NUTS,2010,DE80,2,278.657
2018,NUTS,2010,DE80,2,285.439
2019,NUTS,2010,DE80,2,303.55
2011,NUTS,2010,DE9,1,892.962
2012,NUTS,2010,DE9,1,882.026
2013,NUTS,2010,DE9,1,970.889
2014,NUTS,2010,DE9,1,990.755
2015,NUTS,2010,DE9,1,991.602
2016,NUTS,2010,DE9,1,990.748
2017,NUTS,2010,DE9,1,1056.618
2018,NUTS,2010,DE9,1,1059.711
2019,NUTS,2010,DE9,1,1070.65
2011,NUTS,2010,DE91,2,666.802
2012,NUTS,2010,DE91,2,651.42
2013,NUTS,2010,DE91,2,733.253
2014,NUTS,2010,DE91,2,696.005
2015,NUTS,2010,DE91,2,741.216
2016,NUTS,2010,DE91,2,745.748
2017,NUTS,2010,DE91,2,807.24
2018,NUTS,2010,DE91,2,767.077
2019,NUTS,2010,DE91,2,793.11
2011,NUTS,2010,DE92,2,155.106
2012,NUTS,2010,DE92,2,161.61
2013,NUTS,2010,DE92,2,158.509
2014,NUTS,2010,DE92,2,211.174
2015,NUTS,2010,DE92,2,168.169
2016,NUTS,2010,DE92,2,165.6
2017,NUTS,2010,DE92,2,164.817
2018,NUTS,2010,DE92,2,205.857
2019,NUTS,2010,DE92,2,203.55
2011,NUTS,2010,DE93,2,21.117
2012,NUTS,2010,DE93,2,23.827
2013,NUTS,2010,DE93,2,28.339
2014,NUTS,2010,DE93,2,28.701
2015,NUTS,2010,DE93,2,26.422
2016,NUTS,2010,DE93,2,26.545
2017,NUTS,2010,DE93,2,28.603
2018,NUTS,2010,DE93,2,25.39
2019,NUTS,2010,DE93,2,26.77
2011,NUTS,2010,DE94,2,49.937
2012,NUTS,2010,DE94,2,45.17
2013,NUTS,2010,DE94,2,50.789
2014,NUTS,2010,DE94,2,54.874
2015,NUTS,2010,DE94,2,55.795
2016,NUTS,2010,DE94,2,52.856
2017,NUTS,2010,DE94,2,55.958
2018,NUTS,2010,DE94,2,61.387
